series_id	state	area	year	period	month	value
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M12	December	82.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M11	November	82.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M10	October	81.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M09	September	82.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M08	August	81.9
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M07	July	82.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M06	June	82.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M05	May	82.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M04	April	82.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M03	March	83.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M02	February	84.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2025	M01	January	84.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M12	December	84.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M11	November	83.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M10	October	83.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M09	September	83.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M08	August	83.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M07	July	83.9
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M06	June	84.0
